day,month,year,waterbody,mesh,variable,value,class,
16,10,2017,yawgoo,150,alona,1,cladocera,
1,11,2017,yawgoo,150,dilution,20,na ,
1,11,2017,yawgoo,150,aliquots,2,na ,
1,11,2017,yawgoo,150,calanoid,39,copepod,
1,11,2017,yawgoo,150,cyclopoid,275,copepod,
1,11,2017,yawgoo,150,bosmina,133,cladocera,
1,11,2017,yawgoo,150,eubosmina,7,cladocera,
1,11,2017,yawgoo,150,moina,1,cladocera,
5,7,2017,warwick,150,dilution,20,na ,
5,7,2017,warwick,150,aliquots,5,na ,
5,7,2017,warwick,150,calanoid,2,copepod,
5,7,2017,warwick,150,cyclopoid,71,copepod,
5,7,2017,warwick,150,bosmina,2,cladocera,
5,7,2017,warwick,150,daphnia,2,cladocera,
10,7,2017,warwick,150,dilution,20,na ,
10,7,2017,warwick,150,aliquots,5,na ,
10,7,2017,warwick,150,calanoid,2,copepod,
10,7,2017,warwick,150,cyclopoid,41,copepod,
10,7,2017,warwick,150,daphnia,20,cladocera,
10,7,2017,warwick,150,bosmina,1,cladocera,
10,7,2017,warwick,150,eubosmina,1,cladocera,
17,7,2017,warwick,150,dilution,20,na ,
17,7,2017,warwick,150,aliquots,5,na ,
17,7,2017,warwick,150,calanoid,4,copepod,
17,7,2017,warwick,150,cyclopoid,57,copepod,
26,7,2017,warwick,150,dilution,20,na ,
26,7,2017,warwick,150,aliquots,5,na ,
26,7,2017,warwick,150,calanoid,2,copepod,
26,7,2017,warwick,150,cyclopoid,27,copepod,
26,7,2017,warwick,150,bosmina,1,cladocera,
26,7,2017,warwick,150,daphnia,5,cladocera,
26,7,2017,warwick,150,chydorus,1,cladocera,
2,8,2017,warwick,150,dilution,15,na ,
2,8,2017,warwick,150,aliquots,5,na ,
2,8,2017,warwick,150,calanoid,2,copepod,
2,8,2017,warwick,150,cyclopoid,31,copepod,
2,8,2017,warwick,150,bosmina,1,cladocera,
2,8,2017,warwick,150,daphnia,3,cladocera,
9,8,2017,warwick,150,dilution,15,na ,
9,8,2017,warwick,150,aliquots,5,na ,
9,8,2017,warwick,150,calanoid,5,copepod,
9,8,2017,warwick,150,cyclopoid,51,copepod,
9,8,2017,warwick,150,daphnia,3,cladocera,
9,8,2017,warwick,150,bosmina,5,cladocera,
9,8,2017,warwick,150,eubosmina,2,cladocera,
14,8,2017,warwick,150,dilution,15,na ,
14,8,2017,warwick,150,aliquots,5,na ,
14,8,2017,warwick,150,calanoid,2,copepod,
14,8,2017,warwick,150,cyclopoid,57,copepod,
14,8,2017,warwick,150,bosmina,7,cladocera,
14,8,2017,warwick,150,eubosmina,1,cladocera,
14,8,2017,warwick,150,diaphanosoma,1,cladocera,
24,8,2017,warwick,150,dilution,10,na ,
24,8,2017,warwick,150,aliquots,5,na ,
24,8,2017,warwick,150,calanoid,3,copepod,
24,8,2017,warwick,150,cyclopoid,109,copepod,
24,8,2017,warwick,150,bosmina,6,cladocera,
24,8,2017,warwick,150,eubosmina,1,cladocera,
28,8,2017,warwick,150,dilution,10,na ,
28,8,2017,warwick,150,aliquots,3,na ,
28,8,2017,warwick,150,cyclopoid,208,copepod,
28,8,2017,warwick,150,bosmina,5,cladocera,
28,8,2017,warwick,150,daphnia,2,cladocera,
5,9,2017,warwick,150,dilution,15,na ,
5,9,2017,warwick,150,aliquots,3,na ,
5,9,2017,warwick,150,cyclopoid,247,copepod,
5,9,2017,warwick,150,bosmina,33,cladocera,
5,9,2017,warwick,150,daphnia,1,cladocera,
12,9,2017,warwick,150,dilution,15,na ,
12,9,2017,warwick,150,aliquots,3,na ,
12,9,2017,warwick,150,calanoid,1,copepod,
12,9,2017,warwick,150,cyclopoid,279,copepod,
12,9,2017,warwick,150,bosmina,29,cladocera,
18,9,2017,warwick,150,dilution,15,na ,
18,9,2017,warwick,150,aliquots,5,na ,
18,9,2017,warwick,150,calanoid,1,copepod,
18,9,2017,warwick,150,cyclopoid,116,copepod,
18,9,2017,warwick,150,bosmina,18,cladocera,
25,9,2017,warwick,150,dilution,15,na ,
25,9,2017,warwick,150,aliquots,3,na ,
25,9,2017,warwick,150,cyclopoid,265,copepod,
25,9,2017,warwick,150,bosmina,9,cladocera,
25,9,2017,warwick,150,alona,1,cladocera,
2,10,2017,warwick,150,dilution,10,na ,
2,10,2017,warwick,150,aliquots,5,na ,
2,10,2017,warwick,150,cyclopoid,43,copepod,
2,10,2017,warwick,150,bosmina,74,cladocera,
10,10,2017,warwick,150,dilution,15,na ,
10,10,2017,warwick,150,aliquots,4,na ,
10,10,2017,warwick,150,cyclopoid,216,copepod,
10,10,2017,warwick,150,bosmina,40,cladocera,
10,10,2017,warwick,150,daphnia,1,cladocera,
16,10,2017,warwick,150,dilution,15,na ,
16,10,2017,warwick,150,aliquots,5,na ,
16,10,2017,warwick,150,cyclopoid,168,copepod,
16,10,2017,warwick,150,bosmina,97,cladocera,
1,11,2017,warwick,150,dilution,35,na ,
1,11,2017,warwick,150,aliquots,2,na ,
1,11,2017,warwick,150,cyclopoid,128,copepod,
1,11,2017,warwick,150,bosmina,248,cladocera,
1,11,2017,warwick,150,daphnia,1,cladocera,
11,6,2018,mashapaug,150,dilution,150,na ,
11,6,2018,mashapaug,150,aliquots,2,na,
11,6,2018,mashapaug,150,cyclopoid,296,copepod,
11,6,2018,mashapaug,150,daphnia,109,cladocera,
11,6,2018,mashapaug,150,bosmina,11,cladocera,
11,6,2018,mashapaug,150,chydorus,16,cladocera,
11,6,2018,mashapaug,150,calanoid,8,copepod,
12,6,2018,warwick,150,dilution,150,na ,
12,6,2018,warwick,150,aliquots,1,na,
12,6,2018,warwick,150,cyclopoid,24,copepod,
12,6,2018,warwick,150,daphnia,33,cladocera,
12,6,2018,warwick,150,bosmina,569,cladocera,
12,6,2018,warwick,150,eubosmina,4,cladocera,
12,6,2018,warwick,150,calanoid,4,copepod,
12,6,2018,warwick,150,eubosmina/bosmina,13,cladocera,
12,6,2018,warwick,150,chydorus,1,cladocera,
13,6,2018,yawgoo,150,dilution,60,na,
13,6,2018,yawgoo,150,aliquots,4,na,
13,6,2018,yawgoo,150,daphnia,220,cladocera,
13,6,2018,yawgoo,150,cyclopoid,119,copepod,
13,6,2018,yawgoo,150,calanoid,93,copepod,
13,6,2018,yawgoo,150,bosmina,10,cladocera,
13,6,2018,yawgoo,150,diaphanosoma,7,cladocera,
13,6,2018,yawgoo,150,eubosmina,2,cladocera,
13,6,2018,yawgoo,150,alona,3,cladocera,
18,6,2018,mashapaug,150,dilution,200,na,
18,6,2018,mashapaug,150,aliquots,5,na,
18,6,2018,mashapaug,150,daphnia,176,cladocera,
18,6,2018,mashapaug,150,calanoid,45,copepod,
18,6,2018,mashapaug,150,cyclopoid,183,copepod,
18,6,2018,mashapaug,150,bosmina,28,cladocera,
18,6,2018,mashapaug,150,chydorus,62,cladocera,
18,6,2018,warwick,150,dilution,75,na,
18,6,2018,warwick,150,aliquots,2,na,
18,6,2018,warwick,150,bosmina,212,cladocera,
18,6,2018,warwick,150,calanoid,5,copepod,
18,6,2018,warwick,150,cyclopoid,54,copepod,
18,6,2018,warwick,150,daphnia,28,cladocera,
18,6,2018,warwick,150,eubosmina_bosmina,4,cladocera,
18,6,2018,warwick,150,eubosmina,3,cladocera,
20,6,2018,yawgoo,150,dilution,75,na,
20,6,2018,yawgoo,150,aliquots,2,na,
20,6,2018,yawgoo,150,daphnia,196,cladocera,
20,6,2018,yawgoo,150,cyclopoid,53,copepod,
20,6,2018,yawgoo,150,calanoid,56,copepod,
20,6,2018,yawgoo,150,alona,1,cladocera,
25,6,2018,mashapaug,150,dilution,175,na,
25,6,2018,mashapaug,150,aliquots,5,na,
25,6,2018,mashapaug,150,bosmina,46,cladocera,
25,6,2018,mashapaug,150,daphnia,106,cladocera,
25,6,2018,mashapaug,150,cyclopoid,158,copepod,
25,6,2018,mashapaug,150,calanoid,72,copepod,
25,6,2018,mashapaug,150,chydorus,47,cladocera,
25,6,2018,warwick,150,dilution,50,na,
25,6,2018,warwick,150,aliquots,5,na,
25,6,2018,warwick,150,bosmina,51,cladocera,
25,6,2018,warwick,150,cyclopoid,71,copepod,
25,6,2018,warwick,150,daphnia,11,cladocera,
25,6,2018,warwick,150,calanoid,7,copepod,
25,6,2018,warwick,150,chydorus,3,cladocera,
29,6,2018,yawgoo,150,dilution,100,na,
29,6,2018,yawgoo,150,aliquots,4,na,
29,6,2018,yawgoo,150,daphnia,202,cladocera,
29,6,2018,yawgoo,150,cyclopoid,97,copepod,
29,6,2018,yawgoo,150,calanoid,73,copepod,
29,6,2018,yawgoo,150,bosmina,2,cladocera,
2,7,2018,mashapaug,150,dilution,125,na,
2,7,2018,mashapaug,150,aliquots,4,na,
2,7,2018,mashapaug,150,bosmina,67,cladocera,
2,7,2018,mashapaug,150,daphnia,146,cladocera,
2,7,2018,mashapaug,150,cyclopoid,54,copepod,
2,7,2018,mashapaug,150,calanoid,141,copepod,
2,7,2018,mashapaug,150,chydorus,69,cladocera,
2,7,2018,mashapaug,150,eubosmina,1,cladocera,
2,7,2018,warwick,150,dilution,25,na,
2,7,2018,warwick,150,aliquots,5,na,
2,7,2018,warwick,150,bosmina,66,cladocera,
2,7,2018,warwick,150,cyclopoid,67,copepod,
2,7,2018,warwick,150,daphnia,5,cladocera,
2,7,2018,warwick,150,calanoid,4,copepod,
5,7,2018,yawgoo,150,dilution,75,na,
5,7,2018,yawgoo,150,aliquots,3,na,
5,7,2018,yawgoo,150,daphnia,211,cladocera,
5,7,2018,yawgoo,150,cyclopoid,50,copepod,
5,7,2018,yawgoo,150,calanoid,123,copepod,
5,7,2018,yawgoo,150,eubosmina,1,cladocera,
9,7,2018,mashapaug,150,dilution,100,na,
9,7,2018,mashapaug,150,aliquots,4,na,
9,7,2018,mashapaug,150,bosmina,253,cladocera,
9,7,2018,mashapaug,150,daphnia,230,cladocera,
9,7,2018,mashapaug,150,cyclopoid,29,copepod,
9,7,2018,mashapaug,150,calanoid,125,copepod,
9,7,2018,mashapaug,150,chydorus,250,cladocera,
9,7,2018,mashapaug,150,diaphanosoma,1,cladocera,
9,7,2018,warwick,150,dilution,25,na,
9,7,2018,warwick,150,aliquots,5,na,
9,7,2018,warwick,150,bosmina,6,cladocera,
9,7,2018,warwick,150,cyclopoid,8,copepod,
9,7,2018,warwick,150,calanoid,1,copepod,
21,7,2018,yawgoo,150,dilution,150,na,
21,7,2018,yawgoo,150,aliquots,3,na,
21,7,2018,yawgoo,150,daphnia,266,cladocera,
21,7,2018,yawgoo,150,cyclopoid,15,copepod,
21,7,2018,yawgoo,150,calanoid,50,copepod,
21,7,2018,yawgoo,150,bosmina,2,cladocera,
16,7,2018,yawgoo,150,dilution,50,na,
16,7,2018,yawgoo,150,aliquots,3,na,
16,7,2018,yawgoo,150,daphnia,214,cladocera,
16,7,2018,yawgoo,150,cyclopoid,30,copepod,
16,7,2018,yawgoo,150,calanoid,107,copepod,
18,7,2018,mashapaug,150,dilution,100,na,
18,7,2018,mashapaug,150,aliquots,2,na,
18,7,2018,mashapaug,150,bosmina,247,cladocera,
18,7,2018,mashapaug,150,daphnia,109,cladocera,
18,7,2018,mashapaug,150,cyclopoid,11,copepod,
18,7,2018,mashapaug,150,calanoid,127,copepod,
18,7,2018,mashapaug,150,chydorus,100,cladocera,
18,7,2018,mashapaug,150,diaphanosoma,4,cladocera,
18,7,2018,warwick,150,dilution,20,na,
18,7,2018,warwick,150,aliquots,5,na,
18,7,2018,warwick,150,bosmina,2,cladocera,
18,7,2018,warwick,150,cyclopoid,34,copepod,
18,7,2018,warwick,150,daphnia,2,cladocera,
31,7,2018,yawgoo,150,dilution,75,na,
31,7,2018,yawgoo,150,aliquots,5,na,
31,7,2018,yawgoo,150,daphnia,137,cladocera,
31,7,2018,yawgoo,150,cyclopoid,14,copepod,
31,7,2018,yawgoo,150,calanoid,140,copepod,
2,8,2018,warwick,150,dilution,10,na,possibly wrong sample
2,8,2018,warwick,150,aliquots,5,na,
2,8,2018,warwick,150,bosmina,1,cladocera,
2,8,2018,warwick,150,cyclopoid,17,copepod,
2,8,2018,warwick,150,calanoid,1,copepod,
2,8,2018,warwick,150,chydorus,4,cladocera,
2,8,2018,warwick,150,diaphanosoma,2,cladocera,
2,8,2018,warwick,150,ceriodaphnia,2,cladocera,
2,8,2018,mashapaug,150,dilution,125,na,
2,8,2018,mashapaug,150,aliquots,3,na,
2,8,2018,mashapaug,150,bosmina,27,cladocera,
2,8,2018,mashapaug,150,daphnia,142,cladocera,
2,8,2018,mashapaug,150,cyclopoid,105,copepod,
2,8,2018,mashapaug,150,calanoid,77,copepod,
2,8,2018,mashapaug,150,chydorus,141,cladocera,
2,8,2018,mashapaug,150,diaphanosoma,134,cladocera,
2,8,2018,mashapaug,150,ceriodaphnia,104,cladocera,
6,8,2018,mashapaug,150,dilution,125,na,
6,8,2018,mashapaug,150,aliquots,3,na,
6,8,2018,mashapaug,150,bosmina,221,cladocera,
6,8,2018,mashapaug,150,daphnia,82,cladocera,
6,8,2018,mashapaug,150,cyclopoid,85,copepod,
6,8,2018,mashapaug,150,calanoid,33,copepod,
6,8,2018,mashapaug,150,chydorus,88,cladocera,
6,8,2018,mashapaug,150,diaphanosoma,150,cladocera,
6,8,2018,mashapaug,150,ceriodaphnia,208,cladocera,
6,8,2018,warwick,150,dilution,15,na,
6,8,2018,warwick,150,aliquots,5,na,
6,8,2018,warwick,150,cyclopoid,3,copepod,
6,8,2018,warwick,150,diaphanosoma,2,cladocera,
6,8,2018,warwick,150,ceriodaphnia,1,cladocera,
7,8,2018,yawgoo,150,dilution,100,na,
7,8,2018,yawgoo,150,aliquots,5,na,
7,8,2018,yawgoo,150,daphnia,164,cladocera,
7,8,2018,yawgoo,150,cyclopoid,7,copepod,
7,8,2018,yawgoo,150,calanoid,129,copepod,
14,8,2018,yawgoo,150,dilution,75,na,
14,8,2018,yawgoo,150,aliquots,5,na,
14,8,2018,yawgoo,150,daphnia,222,cladocera,
14,8,2018,yawgoo,150,cyclopoid,14,copepod,
14,8,2018,yawgoo,150,calanoid,94,copepod,
16,8,2018,mashapaug,150,dilution,100,na,
16,8,2018,mashapaug,150,aliquots,5,na,
16,8,2018,mashapaug,150,bosmina,46,cladocera,
16,8,2018,mashapaug,150,daphnia,18,cladocera,
16,8,2018,mashapaug,150,cyclopoid,202,copepod,
16,8,2018,mashapaug,150,calanoid,104,copepod,
16,8,2018,mashapaug,150,chydorus,2,cladocera,
16,8,2018,mashapaug,150,diaphanosoma,163,cladocera,
16,8,2018,mashapaug,150,ceriodaphnia,226,cladocera,
16,8,2018,warwick,150,dilution,15,na,
16,8,2018,warwick,150,aliquots,5,na,
16,8,2018,warwick,150,cyclopoid,11,copepod,
16,8,2018,warwick,150,diaphanosoma,1,cladocera,
16,8,2018,warwick,150,bosmina,1,cladocera,
20,8,2018,yawgoo,150,dilution,50,na,
20,8,2018,yawgoo,150,aliquots,3,na,
20,8,2018,yawgoo,150,daphnia,259,cladocera,
20,8,2018,yawgoo,150,cyclopoid,7,copepod,
20,8,2018,yawgoo,150,calanoid,67,copepod,
23,8,2018,mashapaug,150,dilution,100,na,
23,8,2018,mashapaug,150,aliquots,3,na,
23,8,2018,mashapaug,150,bosmina,33,cladocera,
23,8,2018,mashapaug,150,daphnia,5,cladocera,
23,8,2018,mashapaug,150,cyclopoid,156,copepod,
23,8,2018,mashapaug,150,calanoid,72,copepod,
23,8,2018,mashapaug,150,diaphanosoma,64,cladocera,
23,8,2018,mashapaug,150,ceriodaphnia,235,cladocera,
23,8,2018,warwick,150,dilution,20,na,
23,8,2018,warwick,150,aliquots,5,na,
23,8,2018,warwick,150,cyclopoid,4,copepod,
23,8,2018,warwick,150,diaphanosoma,1,cladocera,
23,8,2018,warwick,150,ceriodaphnia,2,cladocera,
27,8,2018,mashapaug,150,dilution,100,na,
27,8,2018,mashapaug,150,aliquots,3,na,
27,8,2018,mashapaug,150,bosmina,10,cladocera,
27,8,2018,mashapaug,150,daphnia,7,cladocera,
27,8,2018,mashapaug,150,cyclopoid,189,copepod,
27,8,2018,mashapaug,150,calanoid,67,copepod,
27,8,2018,mashapaug,150,diaphanosoma,81,cladocera,
27,8,2018,mashapaug,150,ceriodaphnia,308,cladocera,
27,8,2018,mashapaug,150,chydorus,2,cladocera,
27,8,2018,warwick,150,dilution,25,na,
27,8,2018,warwick,150,aliquots,5,na,
27,8,2018,warwick,150,cyclopoid,42,copepod,
27,8,2018,warwick,150,diaphanosoma,5,cladocera,
27,8,2018,warwick,150,ceriodaphnia,44,cladocera,
27,8,2018,warwick,150,daphnia,1,cladocera,
27,8,2018,warwick,150,calanoid,2,copepod,
4,9,2018,mashapaug,150,dilution,150,na,
4,9,2018,mashapaug,150,aliquots,3,na,
4,9,2018,mashapaug,150,bosmina,17,cladocera,
4,9,2018,mashapaug,150,daphnia,7,cladocera,
4,9,2018,mashapaug,150,cyclopoid,153,copepod,
4,9,2018,mashapaug,150,calanoid,47,copepod,
4,9,2018,mashapaug,150,diaphanosoma,19,cladocera,
4,9,2018,mashapaug,150,ceriodaphnia,198,cladocera,
4,9,2018,mashapaug,150,chydorus,3,cladocera,
5,9,2018,yawgoo,150,dilution,25,na,
5,9,2018,yawgoo,150,aliquots,2,na,
5,9,2018,yawgoo,150,daphnia,74,cladocera,
5,9,2018,yawgoo,150,cyclopoid,24,copepod,
5,9,2018,yawgoo,150,calanoid,229,copepod,
5,9,2018,yawgoo,150,eubosmina,2,cladocera,
4,9,2018,warwick,150,dilution,20,na,
4,9,2018,warwick,150,aliquots,5,na,
4,9,2018,warwick,150,cyclopoid,15,copepod,
4,9,2018,warwick,150,ceriodaphnia,3,cladocera,
13,9,2018,mashapaug,150,dilution,100,na,
13,9,2018,mashapaug,150,aliquots,4,na,
13,9,2018,mashapaug,150,bosmina,45,cladocera,
13,9,2018,mashapaug,150,daphnia,1,cladocera,
13,9,2018,mashapaug,150,cyclopoid,223,copepod,
13,9,2018,mashapaug,150,calanoid,154,copepod,
13,9,2018,mashapaug,150,diaphanosoma,42,cladocera,
13,9,2018,mashapaug,150,ceriodaphnia,258,cladocera,
13,9,2018,mashapaug,150,chydorus,4,cladocera,
13,9,2018,warwick,150,dilution,20,na,
13,9,2018,warwick,150,aliquots,5,na,
13,9,2018,warwick,150,cyclopoid,77,copepod,
13,9,2018,warwick,150,diaphanosoma,4,cladocera,
13,9,2018,warwick,150,ceriodaphnia,1,cladocera,
13,9,2018,warwick,150,daphnia,2,cladocera,
13,9,2018,warwick,150,chydorus,2,cladocera,
13,9,2018,warwick,150,bosmina,5,cladocera,
17,9,2018,mashapaug,150,dilution,100,na,
17,9,2018,mashapaug,150,aliquots,3,na,
17,9,2018,mashapaug,150,bosmina,20,cladocera,
17,9,2018,mashapaug,150,daphnia,1,cladocera,
17,9,2018,mashapaug,150,cyclopoid,130,copepod,
17,9,2018,mashapaug,150,calanoid,28,copepod,
17,9,2018,mashapaug,150,diaphanosoma,20,cladocera,
17,9,2018,mashapaug,150,ceriodaphnia,201,cladocera,
17,9,2018,warwick,150,dilution,25,na,
17,9,2018,warwick,150,aliquots,5,na,
17,9,2018,warwick,150,cyclopoid,38,copepod,
17,9,2018,warwick,150,ceriodaphnia,3,cladocera,
17,9,2018,warwick,150,chydorus,1,cladocera,
17,9,2018,warwick,150,bosmina,2,cladocera,
24,9,2018,mashapaug,150,dilution,75,na,
24,9,2018,mashapaug,150,aliquots,3,na,
24,9,2018,mashapaug,150,cyclopoid,233,copepod,
24,9,2018,mashapaug,150,ceriodaphnia,63,cladocera,
24,9,2018,mashapaug,150,calanoid,50,copepod,
24,9,2018,mashapaug,150,bosmina,11,cladocera,
24,9,2018,mashapaug,150,daphnia,3,cladocera,
24,9,2018,mashapaug,150,diaphanosoma,3,cladocera,
24,9,2018,warwick,150,dilution,25,na,
24,9,2018,warwick,150,aliquots,5,na,
24,9,2018,warwick,150,cyclopoid,153,copepod,
24,9,2018,warwick,150,ceriodaphnia,1,cladocera,
24,9,2018,warwick,150,chydorus,6,cladocera,
24,9,2018,warwick,150,bosmina,3,cladocera,
26,9,2018,yawgoo,150,dilution,75,na,
26,9,2018,yawgoo,150,aliquots,2,na,
26,9,2018,yawgoo,150,calanoid,326,copepod,
26,9,2018,yawgoo,150,daphnia,35,cladocera,
26,9,2018,yawgoo,150,cyclopoid,10,copepod,
26,9,2018,yawgoo,150,eubosmina,11,cladocera,
26,9,2018,yawgoo,150,diaphanosoma,4,cladocera,
26,9,2018,yawgoo,150,ceriodaphnia,2,cladocera,
1,10,2018,mashapaug,150,dilution,100,na,
1,10,2018,mashapaug,150,aliquots,3,na,
1,10,2018,mashapaug,150,cyclopoid,264,copepod,
1,10,2018,mashapaug,150,ceriodaphnia,135,cladocera,
1,10,2018,mashapaug,150,calanoid,172,copepod,
1,10,2018,mashapaug,150,bosmina,79,cladocera,
1,10,2018,mashapaug,150,daphnia,29,cladocera,
1,10,2018,mashapaug,150,diaphanosoma,1,cladocera,
1,10,2018,mashapaug,150,eubosmina,1,cladocera,
1,10,2018,mashapaug,150,chydorus,2,cladocera,
1,10,2018,warwick,150,dilution,25,na,
1,10,2018,warwick,150,aliquots,5,na,
1,10,2018,warwick,150,cyclopoid,191,copepod,
1,10,2018,warwick,150,ceriodaphnia,3,cladocera,
1,10,2018,warwick,150,chydorus,2,cladocera,
1,10,2018,warwick,150,bosmina,17,cladocera,
2,10,2018,yawgoo,150,dilution,100,na,
2,10,2018,yawgoo,150,aliquots,3,na,
2,10,2018,yawgoo,150,calanoid,197,copepod,
2,10,2018,yawgoo,150,daphnia,48,cladocera,
2,10,2018,yawgoo,150,cyclopoid,10,copepod,
2,10,2018,yawgoo,150,eubosmina,22,cladocera,
2,10,2018,yawgoo,150,diaphanosoma,16,cladocera,
9,10,2018,mashapaug,150,dilution,100,na,
9,10,2018,mashapaug,150,aliquots,4,na,
9,10,2018,mashapaug,150,cyclopoid,96,copepod,
9,10,2018,mashapaug,150,ceriodaphnia,179,cladocera,
9,10,2018,mashapaug,150,calanoid,218,copepod,
9,10,2018,mashapaug,150,bosmina,145,cladocera,
9,10,2018,mashapaug,150,daphnia,68,cladocera,
9,10,2018,mashapaug,150,diaphanosoma,6,cladocera,
9,10,2018,warwick,150,dilution,25,na,
9,10,2018,warwick,150,aliquots,5,na,
9,10,2018,warwick,150,cyclopoid,29,copepod,
9,10,2018,warwick,150,ceriodaphnia,4,cladocera,
9,10,2018,warwick,150,calanoid,2,copepod,
9,10,2018,warwick,150,bosmina,70,cladocera,
11,10,2018,yawgoo,150,dilution,75,na,
11,10,2018,yawgoo,150,aliquots,3,na,
11,10,2018,yawgoo,150,calanoid,237,copepod,
11,10,2018,yawgoo,150,daphnia,21,cladocera,
11,10,2018,yawgoo,150,cyclopoid,18,copepod,
11,10,2018,yawgoo,150,eubosmina,17,cladocera,
11,10,2018,yawgoo,150,diaphanosoma,2,cladocera,
16,10,2018,mashapaug,150,dilution,125,na,
16,10,2018,mashapaug,150,aliquots,3,na,
16,10,2018,mashapaug,150,cyclopoid,67,copepod,
16,10,2018,mashapaug,150,ceriodaphnia,55,cladocera,
16,10,2018,mashapaug,150,calanoid,196,copepod,
16,10,2018,mashapaug,150,bosmina,51,cladocera,
16,10,2018,mashapaug,150,daphnia,91,cladocera,
16,10,2018,mashapaug,150,diaphanosoma,3,cladocera,
16,10,2018,mashapaug,150,eubosmina,1,cladocera,
16,10,2018,mashapaug,150,chydorus,3,cladocera,
16,10,2018,warwick,150,dilution,25,na,
16,10,2018,warwick,150,aliquots,5,na,
16,10,2018,warwick,150,cyclopoid,27,copepod,
16,10,2018,warwick,150,ceriodaphnia,1,cladocera,
16,10,2018,warwick,150,chydorus,12,cladocera,
16,10,2018,warwick,150,bosmina,25,cladocera,
16,10,2018,warwick,150,daphnia,3,cladocera,
22,10,2018,mashapaug,150,dilution,125,na,
22,10,2018,mashapaug,150,aliquots,3,na,
22,10,2018,mashapaug,150,cyclopoid,87,copepod,
22,10,2018,mashapaug,150,ceriodaphnia,6,cladocera,
22,10,2018,mashapaug,150,calanoid,189,copepod,
22,10,2018,mashapaug,150,bosmina,53,cladocera,
22,10,2018,mashapaug,150,daphnia,126,cladocera,
22,10,2018,mashapaug,150,diaphanosoma,4,cladocera,
22,10,2018,warwick,150,dilution,25,na,
22,10,2018,warwick,150,aliquots,5,na,
22,10,2018,warwick,150,cyclopoid,8,copepod,
22,10,2018,warwick,150,calanoid,4,copepod,
22,10,2018,warwick,150,chydorus,4,cladocera,
22,10,2018,warwick,150,bosmina,4,cladocera,
22,10,2018,warwick,150,daphnia,1,cladocera,
24,10,2018,yawgoo,150,dilution,75,na,
24,10,2018,yawgoo,150,aliquots,2,na,
24,10,2018,yawgoo,150,calanoid,249,copepod,
24,10,2018,yawgoo,150,daphnia,27,cladocera,
24,10,2018,yawgoo,150,cyclopoid,21,copepod,
24,10,2018,yawgoo,150,eubosmina,30,cladocera,
24,10,2018,yawgoo,150,diaphanosoma,1,cladocera,
30,10,2018,mashapaug,150,dilution,100,na,
30,10,2018,mashapaug,150,aliquots,3,na,
30,10,2018,mashapaug,150,cyclopoid,97,copepod,
30,10,2018,mashapaug,150,ceriodaphnia,10,cladocera,
30,10,2018,mashapaug,150,calanoid,134,copepod,
30,10,2018,mashapaug,150,bosmina,84,cladocera,
30,10,2018,mashapaug,150,daphnia,181,cladocera,
30,10,2018,mashapaug,150,diaphanosoma,3,cladocera,
30,10,2018,mashapaug,150,eubosmina,6,cladocera,
30,10,2018,warwick,150,dilution,25,na,
30,10,2018,warwick,150,aliquots,5,na,
30,10,2018,warwick,150,cyclopoid,123,copepod,
30,10,2018,warwick,150,chydorus,13,cladocera,
30,10,2018,warwick,150,bosmina,49,cladocera,
30,10,2018,warwick,150,daphnia,1,cladocera,
31,10,2018,yawgoo,150,dilution,30,na,
31,10,2018,yawgoo,150,aliquots,2,na,
31,10,2018,yawgoo,150,calanoid,214,copepod,
31,10,2018,yawgoo,150,daphnia,26,cladocera,
31,10,2018,yawgoo,150,cyclopoid,72,copepod,
31,10,2018,yawgoo,150,eubosmina,9,cladocera,
31,10,2018,yawgoo,150,diaphanosoma,1,cladocera,
31,10,2018,yawgoo,150,alona,1,cladocera,
8,11,2018,mashapaug,150,dilution,55,na,
8,11,2018,mashapaug,150,aliquots,2,na,
8,11,2018,mashapaug,150,cyclopoid,89,copepod,
8,11,2018,mashapaug,150,ceriodaphnia,1,cladocera,
8,11,2018,mashapaug,150,calanoid,51,copepod,
8,11,2018,mashapaug,150,bosmina,319,cladocera,
8,11,2018,mashapaug,150,daphnia,147,cladocera,
8,11,2018,mashapaug,150,diaphanosoma,2,cladocera,
8,11,2018,mashapaug,150,eubosmina,12,cladocera,
8,11,2018,warwick,150,dilution,30,na,
8,11,2018,warwick,150,aliquots,3,na,
8,11,2018,warwick,150,cyclopoid,219,copepod,
8,11,2018,warwick,150,chydorus,16,cladocera,
8,11,2018,warwick,150,bosmina,31,cladocera,
8,11,2018,warwick,150,camptocercas,2,cladocera,
3,12,2018,mashapaug,150,dilution,90,na,
3,12,2018,mashapaug,150,aliquots,2,na,
3,12,2018,mashapaug,150,cyclopoid,29,copepod,
3,12,2018,mashapaug,150,calanoid,70,copepod,
3,12,2018,mashapaug,150,bosmina,52,cladocera,
3,12,2018,mashapaug,150,daphnia,211,cladocera,
3,12,2018,warwick,150,dilution,75,na,
3,12,2018,warwick,150,aliquots,2,na,
3,12,2018,warwick,150,cyclopoid,392,copepod,
3,12,2018,warwick,150,chydorus,1,cladocera,
3,12,2018,warwick,150,bosmina,33,cladocera,
11,6,2018,mashapaug,50,dilution,250,na,
11,6,2018,mashapaug,50,aliquots,2,na,
11,6,2018,mashapaug,50,nauplii,123,nauplii,
